Year,Month,Currency,Currency Amount,Exchange Rate,USD Equivalent
1999,July,French franc,0.813,6.3737,0.127555
1999,July,Japanese yen,27.2,119.4,0.227806
1999,July,U.K. pound,0.105,1.5977,0.167759
1999,July,U.S. dollar,0.582,1.0,0.582
1999,June,Deutsche mark,0.446,1.8882,0.236204
1999,June,French franc,0.813,6.3737,0.127555
1999,June,Japanese yen,27.2,119.4,0.227806
1999,June,U.K. pound,0.105,1.5977,0.167759
1999,June,U.S. dollar,0.582,1.0,0.582
1999,March,Deutsche mark,0.446,1.8882,0.236204
1999,March,French franc,0.813,6.3737,0.127555
1999,March,Japanese yen,27.2,119.4,0.227806
1999,March,U.K. pound,0.105,1.5977,0.167759
1999,March,U.S. dollar,0.582,1.0,0.582
1999,May,Deutsche mark,0.446,1.8882,0.236204
1999,May,French franc,0.813,6.3737,0.127555
1999,May,Japanese yen,27.2,119.4,0.227806
1999,May,U.K. pound,0.105,1.5977,0.167759
1999,May,U.S. dollar,0.582,1.0,0.582
1999,November,Deutsche mark,0.446,1.8882,0.236204
1999,November,French franc,0.813,6.3737,0.127555
1999,November,Japanese yen,27.2,119.4,0.227806
1999,November,U.K. pound,0.105,1.5977,0.167759
1999,November,U.S. dollar,0.582,1.0,0.582
1999,October,Deutsche mark,0.446,1.8882,0.236204
1999,October,French franc,0.813,6.3737,0.127555
1999,October,Japanese yen,27.2,119.4,0.227806
1999,October,U.K. pound,0.105,1.5977,0.167759
1999,October,U.S. dollar,0.582,1.0,0.582
1999,September,Deutsche mark,0.446,1.8882,0.236204
1999,September,French franc,0.813,6.3737,0.127555
1999,September,Japanese yen,27.2,119.4,0.227806
1999,September,U.K. pound,0.105,1.5977,0.167759
1999,September,U.S. dollar,0.582,1.0,0.582
2000,April,Deutsche mark,0.446,1.8882,0.236204
2000,April,French franc,0.813,6.3737,0.127555
2000,April,Japanese yen,27.2,119.4,0.227806
2000,April,U.K. pound,0.105,1.5977,0.167759
2000,April,U.S. dollar,0.582,1.0,0.582
2000,August,Deutsche mark,0.446,1.8882,0.236204
2000,August,French franc,0.813,6.3737,0.127555
2000,August,Japanese yen,27.2,119.4,0.227806
2000,August,U.K. pound,0.105,1.5977,0.167759
2000,August,U.S. dollar,0.582,1.0,0.582
2000,December,Deutsche mark,0.446,1.8882,0.236204
2000,December,French franc,0.813,6.3737,0.127555
2000,December,Japanese yen,27.2,119.4,0.227806
2000,December,U.K. pound,0.105,1.5977,0.167759
2000,December,U.S. dollar,0.582,1.0,0.582
2000,February,Deutsche mark,0.446,1.8882,0.236204
2000,February,French franc,0.813,6.3737,0.127555
2000,February,Japanese yen,27.2,119.4,0.227806
2000,February,U.K. pound,0.105,1.5977,0.167759
2000,February,U.S. dollar,0.582,1.0,0.582
2000,January,Deutsche mark,0.446,1.8882,0.236204
2000,January,French franc,0.813,6.3737,0.127555
2000,January,Japanese yen,27.2,119.4,0.227806
2000,January,U.K. pound,0.105,1.5977,0.167759
2000,January,U.S. dollar,0.582,1.0,0.582
2000,July,Deutsche mark,0.446,1.8882,0.236204
2000,July,French franc,0.813,6.3737,0.127555
2000,July,Japanese yen,27.2,119.4,0.227806
2000,July,U.K. pound,0.105,1.5977,0.167759
2000,July,U.S. dollar,0.582,1.0,0.582
2000,June,Deutsche mark,0.446,1.8882,0.236204
2000,June,French franc,0.813,6.3737,0.127555
2000,June,Japanese yen,27.2,119.4,0.227806
2000,June,U.K. pound,0.105,1.5977,0.167759
2000,June,U.S. dollar,0.582,1.0,0.582
2000,March,Deutsche mark,0.446,1.8882,0.236204
2000,March,French franc,0.813,6.3737,0.127555
2000,March,Japanese yen,27.2,119.4,0.227806
2000,March,U.K. pound,0.105,1.5977,0.167759
2000,March,U.S. dollar,0.582,1.0,0.582
2000,May,Deutsche mark,0.446,1.8882,0.236204
2000,May,French franc,0.813,6.3737,0.127555
2000,May,Japanese yen,27.2,119.4,0.227806
2000,May,U.K. pound,0.105,1.5977,0.167759
2000,May,U.S. dollar,0.582,1.0,0.582
2000,November,Deutsche mark,0.446,1.8882,0.236204
2000,November,French franc,0.813,6.3737,0.127555
2000,November,Japanese yen,27.2,119.4,0.227806
2000,November,U.K. pound,0.105,1.5977,0.167759
2000,November,U.S. dollar,0.582,1.0,0.582
2000,October,Deutsche mark,0.446,1.8882,0.236204
2000,October,French franc,0.813,6.3737,0.127555
2000,October,Japanese yen,27.2,119.4,0.227806
2000,October,U.K. pound,0.105,1.5977,0.167759
2000,October,U.S. dollar,0.582,1.0,0.582
2000,September,Deutsche mark,0.446,1.8882,0.236204
2000,September,French franc,0.813,6.3737,0.127555
2000,September,Japanese yen,27.2,119.4,0.227806
2000,September,U.K. pound,0.105,1.5977,0.167759
2000,September,U.S. dollar,0.582,1.0,0.582
2001,April,Deutsche mark,0.446,1.8882,0.236204
2001,April,French franc,0.813,6.3737,0.127555
2001,April,Japanese yen,27.2,119.4,0.227806
2001,April,U.K. pound,0.105,1.5977,0.167759
2001,April,U.S. dollar,0.582,1.0,0.582
2001,August,Deutsche mark,0.446,1.8882,0.236204
2001,August,French franc,0.813,6.3737,0.127555
2001,August,Japanese yen,27.2,119.4,0.227806
2001,August,U.K. pound,0.105,1.5977,0.167759
2001,August,U.S. dollar,0.582,1.0,0.582
2001,December,Deutsche mark,0.446,1.8882,0.236204
2001,December,French franc,0.813,6.3737,0.127555
2001,December,Japanese yen,27.2,119.4,0.227806
2001,December,U.K. pound,0.105,1.5977,0.167759
2001,December,U.S. dollar,0.582,1.0,0.582
2001,February,Deutsche mark,0.446,1.8882,0.236204
2001,February,French franc,0.813,6.3737,0.127555
2001,February,Japanese yen,27.2,119.4,0.227806
2001,February,U.K. pound,0.105,1.5977,0.167759
2001,February,U.S. dollar,0.582,1.0,0.582
2001,January,Deutsche mark,0.446,1.8882,0.236204
2001,January,French franc,0.813,6.3737,0.127555
2001,January,Japanese yen,27.2,119.4,0.227806
2001,January,U.K. pound,0.105,1.5977,0.167759
2001,January,U.S. dollar,0.582,1.0,0.582
2001,July,Deutsche mark,0.446,1.8882,0.236204
2001,July,French franc,0.813,6.3737,0.127555
2001,July,Japanese yen,27.2,119.4,0.227806
2001,July,U.K. pound,0.105,1.5977,0.167759
2001,July,U.S. dollar,0.582,1.0,0.582
2001,June,Deutsche mark,0.446,1.8882,0.236204
2001,June,French franc,0.813,6.3737,0.127555
2001,June,Japanese yen,27.2,119.4,0.227806
2001,June,U.K. pound,0.105,1.5977,0.167759
2001,June,U.S. dollar,0.582,1.0,0.582
2001,March,Deutsche mark,0.446,1.8882,0.236204
2001,March,French franc,0.813,6.3737,0.127555
2001,March,Japanese yen,27.2,119.4,0.227806
2001,March,U.K. pound,0.105,1.5977,0.167759
2001,March,U.S. dollar,0.582,1.0,0.582
2001,May,Deutsche mark,0.446,1.8882,0.236204
2001,May,French franc,0.813,6.3737,0.127555
2001,May,Japanese yen,27.2,119.4,0.227806
2001,May,U.K. pound,0.105,1.5977,0.167759
2001,May,U.S. dollar,0.582,1.0,0.582
2001,November,Deutsche mark,0.446,1.8882,0.236204
2001,November,French franc,0.813,6.3737,0.127555
2001,November,Japanese yen,27.2,119.4,0.227806
2001,November,U.K. pound,0.105,1.5977,0.167759
2001,November,U.S. dollar,0.582,1.0,0.582
2001,October,Deutsche mark,0.446,1.8882,0.236204
2001,October,French franc,0.813,6.3737,0.127555
2001,October,Japanese yen,27.2,119.4,0.227806
2001,October,U.K. pound,0.105,1.5977,0.167759
2001,October,U.S. dollar,0.582,1.0,0.582
2001,September,Deutsche mark,0.446,1.8882,0.236204
2001,September,French franc,0.813,6.3737,0.127555
2001,September,Japanese yen,27.2,119.4,0.227806
2001,September,U.K. pound,0.105,1.5977,0.167759
2001,September,U.S. dollar,0.582,1.0,0.582
2002,April,Deutsche mark,0.446,1.8882,0.236204
2002,April,French franc,0.813,6.3737,0.127555
2002,April,Japanese yen,27.2,119.4,0.227806
2002,April,U.K. pound,0.105,1.5977,0.167759
2002,April,U.S. dollar,0.582,1.0,0.582
2002,August,Deutsche mark,0.446,1.8882,0.236204
2002,August,French franc,0.813,6.3737,0.127555
2002,August,Japanese yen,27.2,119.4,0.227806
2002,August,U.K. pound,0.105,1.5977,0.167759
2002,August,U.S. dollar,0.582,1.0,0.582
2002,December,Deutsche mark,0.446,1.8882,0.236204
2002,December,French franc,0.813,6.3737,0.127555
2002,December,Japanese yen,27.2,119.4,0.227806
2002,December,U.K. pound,0.105,1.5977,0.167759
2002,December,U.S. dollar,0.582,1.0,0.582
2002,February,Deutsche mark,0.446,1.8882,0.236204
2002,February,French franc,0.813,6.3737,0.127555
2002,February,Japanese yen,27.2,119.4,0.227806
2002,February,U.K. pound,0.105,1.5977,0.167759
2002,February,U.S. dollar,0.582,1.0,0.582
2002,January,Deutsche mark,0.446,1.8882,0.236204
2002,January,French franc,0.813,6.3737,0.127555
2002,January,Japanese yen,27.2,119.4,0.227806
2002,January,U.K. pound,0.105,1.5977,0.167759
2002,January,U.S. dollar,0.582,1.0,0.582
2002,July,Deutsche mark,0.446,1.8882,0.236204
2002,July,French franc,0.813,6.3737,0.127555
2002,July,Japanese yen,27.2,119.4,0.227806
2002,July,U.K. pound,0.105,1.5977,0.167759
2002,July,U.S. dollar,0.582,1.0,0.582
2002,June,Deutsche mark,0.446,1.8882,0.236204
2002,June,French franc,0.813,6.3737,0.127555
2002,June,Japanese yen,27.2,119.4,0.227806
2002,June,U.K. pound,0.105,1.5977,0.167759
2002,June,U.S. dollar,0.582,1.0,0.582
2002,March,Deutsche mark,0.446,1.8882,0.236204
2002,March,French franc,0.813,6.3737,0.127555
2002,March,Japanese yen,27.2,119.4,0.227806
2002,March,U.K. pound,0.105,1.5977,0.167759
2002,March,U.S. dollar,0.582,1.0,0.582
2002,May,Deutsche mark,0.446,1.8882,0.236204
2002,May,French franc,0.813,6.3737,0.127555
2002,May,Japanese yen,27.2,119.4,0.227806
2002,May,U.K. pound,0.105,1.5977,0.167759
2002,May,U.S. dollar,0.582,1.0,0.582
2002,November,Deutsche mark,0.446,1.8882,0.236204
2002,November,French franc,0.813,6.3737,0.127555
2002,November,Japanese yen,27.2,119.4,0.227806
2002,November,U.K. pound,0.105,1.5977,0.167759
2002,November,U.S. dollar,0.582,1.0,0.582
2002,October,Deutsche mark,0.446,1.8882,0.236204
2002,October,French franc,0.813,6.3737,0.127555
2002,October,Japanese yen,27.2,119.4,0.227806
2002,October,U.K. pound,0.105,1.5977,0.167759
2002,October,U.S. dollar,0.582,1.0,0.582
2002,September,Deutsche mark,0.446,1.8882,0.236204
2002,September,French franc,0.813,6.3737,0.127555
2002,September,Japanese yen,27.2,119.4,0.227806
2002,September,U.K. pound,0.105,1.5977,0.167759
2002,September,U.S. dollar,0.582,1.0,0.582
2003,April,Euro,0.426,1.1129,0.474095
2003,April,Japanese yen,21.0,119.48,0.175762
2003,April,U.K. pound,0.0984,1.5961,0.157056
2003,April,U.S. dollar,0.577,1.0,0.577
2003,August,Euro,0.426,1.0909,0.464723
2003,August,Japanese yen,21.0,116.62,0.180072
2003,August,U.K. pound,0.0984,1.58,0.155472
2003,August,U.S. dollar,0.577,1.0,0.577
2003,December,Euro,0.426,1.2604,0.53693
2003,December,Japanese yen,21.0,106.91,0.196427
2003,December,U.K. pound,0.0984,1.7847,0.175614
2003,December,U.S. dollar,0.577,1.0,0.577
2003,February,Deutsche mark,0.446,1.8882,0.236204
2003,February,Euro,0.426,1.0797,0.459952
2003,February,French franc,0.813,6.3737,0.127555
2003,February,Japanese yen,21.0,117.88,0.178147
2003,February,U.K. pound,0.0984,1.5828,0.155748
2003,February,U.S. dollar,0.577,1.0,0.577
2003,January,Deutsche mark,0.446,1.8882,0.236204
2003,January,French franc,0.813,6.3737,0.127555
2003,January,Japanese yen,27.2,119.4,0.227806
2003,January,U.K. pound,0.105,1.5977,0.167759
2003,January,U.S. dollar,0.582,1.0,0.582
2003,July,Euro,0.426,1.1303,0.481508
2003,July,Japanese yen,21.0,120.03,0.174956
2003,July,U.K. pound,0.0984,1.6106,0.158483
2003,July,U.S. dollar,0.577,1.0,0.577
2003,June,Euro,0.426,1.1423,0.48662
2003,June,Japanese yen,21.0,120.09,0.174869
2003,June,U.K. pound,0.0984,1.6501,0.16237
2003,June,U.S. dollar,0.577,1.0,0.577
2003,March,Euro,0.426,1.09,0.46434
2003,March,Japanese yen,21.0,118.64,0.177006
2003,March,U.K. pound,0.0984,1.5797,0.155442
2003,March,U.S. dollar,0.577,1.0,0.577
2003,May,Euro,0.426,1.1831,0.504001
2003,May,Japanese yen,21.0,118.76,0.176827
2003,May,U.K. pound,0.0984,1.6476,0.162124
2003,May,U.S. dollar,0.577,1.0,0.577
2003,November,Euro,0.426,1.199,0.510774
2003,November,Japanese yen,21.0,109.53,0.191728
2003,November,U.K. pound,0.0984,1.7203,0.169278
2003,November,U.S. dollar,0.577,1.0,0.577
2003,October,Euro,0.426,1.1637,0.495736
2003,October,Japanese yen,21.0,109.04,0.19259
2003,October,U.K. pound,0.0984,1.6916,0.166453
2003,October,U.S. dollar,0.577,1.0,0.577
2003,September,Euro,0.426,1.1686,0.497824
2003,September,Japanese yen,21.0,110.36,0.190286
2003,September,U.K. pound,0.0984,1.6736,0.164682
2003,September,U.S. dollar,0.577,1.0,0.577
2004,April,Euro,0.426,1.1968,0.509837
2004,April,Japanese yen,21.0,110.23,0.190511
2004,April,U.K. pound,0.0984,1.7732,0.174483
2004,April,U.S. dollar,0.577,1.0,0.577
2004,August,Euro,0.426,1.2116,0.516142
2004,August,Japanese yen,21.0,109.85,0.19117
2004,August,U.K. pound,0.0984,1.7929,0.176421
2004,August,U.S. dollar,0.577,1.0,0.577
2004,December,Euro,0.426,1.3638,0.580979
2004,December,Japanese yen,21.0,102.45,0.204978
2004,December,U.K. pound,0.0984,1.9314,0.19005
2004,December,U.S. dollar,0.577,1.0,0.577
2004,February,Euro,0.426,1.2405,0.528453
2004,February,Japanese yen,21.0,108.99,0.192678
2004,February,U.K. pound,0.0984,1.849,0.181942
2004,February,U.S. dollar,0.577,1.0,0.577
2004,January,Euro,0.426,1.2382,0.527473
2004,January,Japanese yen,21.0,105.71,0.198657
2004,January,U.K. pound,0.0984,1.8108,0.178183
2004,January,U.S. dollar,0.577,1.0,0.577
2004,July,Euro,0.426,1.2056,0.513586
2004,July,Japanese yen,21.0,111.42,0.188476
2004,July,U.K. pound,0.0984,1.816,0.178694
2004,July,U.S. dollar,0.577,1.0,0.577
2004,June,Euro,0.426,1.2161,0.518059
2004,June,Japanese yen,21.0,108.87,0.192891
2004,June,U.K. pound,0.0984,1.8117,0.178271
2004,June,U.S. dollar,0.577,1.0,0.577
2004,March,Euro,0.426,1.2227,0.52087
2004,March,Japanese yen,21.0,103.89,0.202137
2004,March,U.K. pound,0.0984,1.8344,0.180505
2004,March,U.S. dollar,0.577,1.0,0.577
2004,May,Euro,0.426,1.2249,0.521807
2004,May,Japanese yen,21.0,110.83,0.189479
2004,May,U.K. pound,0.0984,1.8347,0.180534
2004,May,U.S. dollar,0.577,1.0,0.577
2004,November,Euro,0.426,1.3303,0.566708
2004,November,Japanese yen,21.0,102.68,0.204519
2004,November,U.K. pound,0.0984,1.9073,0.187678
2004,November,U.S. dollar,0.577,1.0,0.577
2004,October,Euro,0.426,1.2756,0.543406
2004,October,Japanese yen,21.0,106.0,0.198113
2004,October,U.K. pound,0.0984,1.8319,0.180259
2004,October,U.S. dollar,0.577,1.0,0.577
2004,September,Euro,0.426,1.2336,0.525514
2004,September,Japanese yen,21.0,110.83,0.189479
2004,September,U.K. pound,0.0984,1.7988,0.177002
2004,September,U.S. dollar,0.577,1.0,0.577
2005,April,Euro,0.426,1.2956,0.551926
2005,April,Japanese yen,21.0,105.15,0.199715
2005,April,U.K. pound,0.0984,1.912,0.188141
2005,April,U.S. dollar,0.577,1.0,0.577
2005,August,Euro,0.426,1.2194,0.519464
2005,August,Japanese yen,21.0,111.74,0.187936
2005,August,U.K. pound,0.0984,1.7829,0.175437
2005,August,U.S. dollar,0.577,1.0,0.577
2005,December,Euro,0.426,1.1836,0.504214
2005,December,Japanese yen,21.0,117.57,0.178617
2005,December,U.K. pound,0.0984,1.7219,0.169435
2005,December,U.S. dollar,0.577,1.0,0.577
2005,February,Euro,0.426,1.3251,0.564493
2005,February,Japanese yen,21.0,104.29,0.201362
2005,February,U.K. pound,0.0984,1.9221,0.189135
2005,February,U.S. dollar,0.577,1.0,0.577
2005,January,Euro,0.426,1.3031,0.555121
2005,January,Japanese yen,21.0,103.45,0.202997
2005,January,U.K. pound,0.0984,1.8839,0.185376
2005,January,U.S. dollar,0.577,1.0,0.577
2005,July,Euro,0.426,1.2092,0.515119
2005,July,Japanese yen,21.0,112.32,0.186966
2005,July,U.K. pound,0.0984,1.7558,0.172771
2005,July,U.S. dollar,0.577,1.0,0.577
2005,June,Euro,0.426,1.2052,0.513415
2005,June,Japanese yen,21.0,110.69,0.189719
2005,June,U.K. pound,0.0984,1.7935,0.17648
2005,June,U.S. dollar,0.577,1.0,0.577
2005,March,Euro,0.426,1.296,0.552096
2005,March,Japanese yen,21.0,106.88,0.196482
2005,March,U.K. pound,0.0984,1.8826,0.185248
2005,March,U.S. dollar,0.577,1.0,0.577
2005,May,Euro,0.426,1.2323,0.52496
2005,May,Japanese yen,21.0,108.2,0.194085
2005,May,U.K. pound,0.0984,1.8181,0.178901
2005,May,U.S. dollar,0.577,1.0,0.577
2005,November,Euro,0.426,1.1775,0.501615
2005,November,Japanese yen,21.0,119.6,0.175585
2005,November,U.K. pound,0.0984,1.727,0.169937
2005,November,U.S. dollar,0.577,1.0,0.577
2005,October,Euro,0.426,1.204,0.512904
2005,October,Japanese yen,21.0,116.03,0.180988
2005,October,U.K. pound,0.0984,1.7775,0.174906
2005,October,U.S. dollar,0.577,1.0,0.577
2005,September,Euro,0.426,1.2053,0.513458
2005,September,Japanese yen,21.0,113.39,0.185202
2005,September,U.K. pound,0.0984,1.7663,0.173804
2005,September,U.S. dollar,0.577,1.0,0.577
2006,April,Euro,0.41,1.2551,0.514591
2006,April,Japanese yen,18.4,114.17,0.161163
2006,April,U.K. pound,0.0903,1.8085,0.163308
2006,April,U.S. dollar,0.632,1.0,0.632
2006,August,Euro,0.41,1.2858,0.527178
2006,August,Japanese yen,18.4,117.13,0.15709
2006,August,U.K. pound,0.0903,1.9076,0.172256
2006,August,U.S. dollar,0.632,1.0,0.632
2006,December,Euro,0.41,1.3179,0.540339
2006,December,Japanese yen,18.4,118.86,0.154804
2006,December,U.K. pound,0.0903,1.963,0.177259
2006,December,U.S. dollar,0.632,1.0,0.632
2006,February,Euro,0.41,1.1881,0.487121
2006,February,Japanese yen,18.4,116.31,0.158198
2006,February,U.K. pound,0.0903,1.7465,0.157709
2006,February,U.S. dollar,0.632,1.0,0.632
2006,January,Euro,0.41,1.2106,0.496346
2006,January,Japanese yen,18.4,117.12,0.157104
2006,January,U.K. pound,0.0903,1.7713,0.159948
2006,January,U.S. dollar,0.632,1.0,0.632
2006,July,Euro,0.41,1.275,0.52275
2006,July,Japanese yen,18.4,114.45,0.160769
2006,July,U.K. pound,0.0903,1.8643,0.168346
2006,July,U.S. dollar,0.632,1.0,0.632
2006,June,Euro,0.41,1.2712,0.521192
2006,June,Japanese yen,18.4,114.62,0.16053
2006,June,U.K. pound,0.0903,1.8344,0.165646
2006,June,U.S. dollar,0.632,1.0,0.632
2006,March,Euro,0.41,1.2095,0.495895
2006,March,Japanese yen,18.4,117.73,0.15629
2006,March,U.K. pound,0.0903,1.7349,0.156661
2006,March,U.S. dollar,0.632,1.0,0.632
2006,May,Euro,0.41,1.2879,0.528039
2006,May,Japanese yen,18.4,111.93,0.164388
2006,May,U.K. pound,0.0903,1.8799,0.169755
2006,May,U.S. dollar,0.632,1.0,0.632
2006,November,Euro,0.41,1.319,0.54079
2006,November,Japanese yen,18.4,116.24,0.158293
2006,November,U.K. pound,0.0903,1.9562,0.176645
2006,November,U.S. dollar,0.632,1.0,0.632
2006,October,Euro,0.41,1.2695,0.520495
2006,October,Japanese yen,18.4,117.88,0.156091
2006,October,U.K. pound,0.0903,1.8987,0.171453
2006,October,U.S. dollar,0.632,1.0,0.632
2006,September,Euro,0.41,1.2671,0.519511
2006,September,Japanese yen,18.4,117.96,0.155985
2006,September,U.K. pound,0.0903,1.8702,0.168879
2006,September,U.S. dollar,0.632,1.0,0.632
2007,April,Euro,0.41,1.3614,0.558174
2007,April,Japanese yen,18.4,119.56,0.153898
2007,April,U.K. pound,0.0903,1.9946,0.180112
2007,April,U.S. dollar,0.632,1.0,0.632
2007,August,Euro,0.41,1.3665,0.560265
2007,August,Japanese yen,18.4,116.48,0.157967
2007,August,U.K. pound,0.0903,2.0199,0.182397
2007,August,U.S. dollar,0.632,1.0,0.632
2007,December,Euro,0.41,1.4714,0.603274
2007,December,Japanese yen,18.4,112.15,0.164066
2007,December,U.K. pound,0.0903,2.0034,0.180907
2007,December,U.S. dollar,0.632,1.0,0.632
2007,February,Euro,0.41,1.3191,0.540831
2007,February,Japanese yen,18.4,118.56,0.155196
2007,February,U.K. pound,0.0903,1.9567,0.17669
2007,February,U.S. dollar,0.632,1.0,0.632
2007,January,Euro,0.41,1.2937,0.530417
2007,January,Japanese yen,18.4,121.52,0.151415
2007,January,U.K. pound,0.0903,1.9526,0.17632
2007,January,U.S. dollar,0.632,1.0,0.632
2007,July,Euro,0.41,1.3698,0.561618
2007,July,Japanese yen,18.4,119.34,0.154181
2007,July,U.K. pound,0.0903,2.0313,0.183426
2007,July,U.S. dollar,0.632,1.0,0.632
2007,June,Euro,0.41,1.3498,0.553418
2007,June,Japanese yen,18.4,123.4,0.149109
2007,June,U.K. pound,0.0903,2.0049,0.181042
2007,June,U.S. dollar,0.632,1.0,0.632
2007,March,Euro,0.41,1.3305,0.545505
2007,March,Japanese yen,18.4,118.05,0.155866
2007,March,U.K. pound,0.0903,1.9581,0.176816
2007,March,U.S. dollar,0.632,1.0,0.632
2007,May,Euro,0.41,1.344,0.55104
2007,May,Japanese yen,18.4,121.64,0.151266
2007,May,U.K. pound,0.0903,1.9773,0.17855
2007,May,U.S. dollar,0.632,1.0,0.632
2007,November,Euro,0.41,1.4764,0.605324
2007,November,Japanese yen,18.4,110.67,0.16626
2007,November,U.K. pound,0.0903,2.0664,0.186596
2007,November,U.S. dollar,0.632,1.0,0.632
2007,October,Euro,0.41,1.4459,0.592819
2007,October,Japanese yen,18.4,115.13,0.159819
2007,October,U.K. pound,0.0903,2.0736,0.187246
2007,October,U.S. dollar,0.632,1.0,0.632
2007,September,Euro,0.41,1.4186,0.581626
2007,September,Japanese yen,18.4,115.29,0.159598
2007,September,U.K. pound,0.0903,2.0313,0.183426
2007,September,U.S. dollar,0.632,1.0,0.632
2008,April,Euro,0.41,1.5549,0.637509
2008,April,Japanese yen,18.4,104.15,0.176668
2008,April,U.K. pound,0.0903,1.9668,0.177602
2008,April,U.S. dollar,0.632,1.0,0.632
2008,August,Euro,0.41,1.4773,0.605693
2008,August,Japanese yen,18.4,109.21,0.168483
2008,August,U.K. pound,0.0903,1.8351,0.16571
2008,August,U.S. dollar,0.632,1.0,0.632
2008,December,Euro,0.41,1.4773,0.605693
2008,December,Japanese yen,18.4,109.21,0.168483
2008,December,U.K. pound,0.0903,1.8351,0.16571
2008,December,U.S. dollar,0.632,1.0,0.632
2008,February,Euro,0.41,1.5193,0.622913
2008,February,Japanese yen,18.4,104.23,0.176533
2008,February,U.K. pound,0.0903,1.9835,0.17911
2008,February,U.S. dollar,0.632,1.0,0.632
2008,January,Euro,0.41,1.4876,0.609916
2008,January,Japanese yen,18.4,106.19,0.173274
2008,January,U.K. pound,0.0903,1.9942,0.180076
2008,January,U.S. dollar,0.632,1.0,0.632
2008,July,Euro,0.41,1.5611,0.640051
2008,July,Japanese yen,18.4,108.24,0.169993
2008,July,U.K. pound,0.0903,1.9805,0.178839
2008,July,U.S. dollar,0.632,1.0,0.632
2008,June,Euro,0.41,1.5788,0.647308
2008,June,Japanese yen,18.4,105.47,0.174457
2008,June,U.K. pound,0.0903,1.9917,0.179851
2008,June,U.S. dollar,0.632,1.0,0.632
2008,March,Euro,0.41,1.5812,0.648292
2008,March,Japanese yen,18.4,99.65,0.184646
2008,March,U.K. pound,0.0903,1.9885,0.179562
2008,March,U.S. dollar,0.632,1.0,0.632
2008,May,Euro,0.41,1.5514,0.636074
2008,May,Japanese yen,18.4,105.5,0.174408
2008,May,U.K. pound,0.0903,1.9735,0.178207
2008,May,U.S. dollar,0.632,1.0,0.632
2008,November,Euro,0.41,1.4773,0.605693
2008,November,Japanese yen,18.4,109.21,0.168483
2008,November,U.K. pound,0.0903,1.8351,0.16571
2008,November,U.S. dollar,0.632,1.0,0.632
2008,October,Euro,0.41,1.4773,0.605693
2008,October,Japanese yen,18.4,109.21,0.168483
2008,October,U.K. pound,0.0903,1.8351,0.16571
2008,October,U.S. dollar,0.632,1.0,0.632
2008,September,Euro,0.41,1.4773,0.605693
2008,September,Japanese yen,18.4,109.21,0.168483
2008,September,U.K. pound,0.0903,1.8351,0.16571
2008,September,U.S. dollar,0.632,1.0,0.632
2009,April,Euro,0.41,1.4773,0.605693
2009,April,Japanese yen,18.4,109.21,0.168483
2009,April,U.K. pound,0.0903,1.8351,0.16571
2009,April,U.S. dollar,0.632,1.0,0.632
2009,August,Euro,0.41,1.4773,0.605693
2009,August,Japanese yen,18.4,109.21,0.168483
2009,August,U.K. pound,0.0903,1.8351,0.16571
2009,August,U.S. dollar,0.632,1.0,0.632
2009,December,Euro,0.41,1.4773,0.605693
2009,December,Japanese yen,18.4,109.21,0.168483
2009,December,U.K. pound,0.0903,1.8351,0.16571
2009,December,U.S. dollar,0.632,1.0,0.632
2009,February,Euro,0.41,1.4773,0.605693
2009,February,Japanese yen,18.4,109.21,0.168483
2009,February,U.K. pound,0.0903,1.8351,0.16571
2009,February,U.S. dollar,0.632,1.0,0.632
2009,January,Euro,0.41,1.4773,0.605693
2009,January,Japanese yen,18.4,109.21,0.168483
2009,January,U.K. pound,0.0903,1.8351,0.16571
2009,January,U.S. dollar,0.632,1.0,0.632
2009,July,Euro,0.41,1.4773,0.605693
2009,July,Japanese yen,18.4,109.21,0.168483
2009,July,U.K. pound,0.0903,1.8351,0.16571
2009,July,U.S. dollar,0.632,1.0,0.632
2009,June,Euro,0.41,1.4773,0.605693
2009,June,Japanese yen,18.4,109.21,0.168483
2009,June,U.K. pound,0.0903,1.8351,0.16571
2009,June,U.S. dollar,0.632,1.0,0.632
2009,March,Euro,0.41,1.4773,0.605693
2009,March,Japanese yen,18.4,109.21,0.168483
2009,March,U.K. pound,0.0903,1.8351,0.16571
2009,March,U.S. dollar,0.632,1.0,0.632
2009,May,Euro,0.41,1.4773,0.605693
2009,May,Japanese yen,18.4,109.21,0.168483
2009,May,U.K. pound,0.0903,1.8351,0.16571
2009,May,U.S. dollar,0.632,1.0,0.632
2009,November,Euro,0.41,1.4773,0.605693
2009,November,Japanese yen,18.4,109.21,0.168483
2009,November,U.K. pound,0.0903,1.8351,0.16571
2009,November,U.S. dollar,0.632,1.0,0.632
2009,October,Euro,0.41,1.4773,0.605693
2009,October,Japanese yen,18.4,109.21,0.168483
2009,October,U.K. pound,0.0903,1.8351,0.16571
2009,October,U.S. dollar,0.632,1.0,0.632
2009,September,Euro,0.41,1.4773,0.605693
2009,September,Japanese yen,18.4,109.21,0.168483
2009,September,U.K. pound,0.0903,1.8351,0.16571
2009,September,U.S. dollar,0.632,1.0,0.632
2010,April,Euro,0.41,1.4773,0.605693
2010,April,Japanese yen,18.4,109.21,0.168483
2010,April,U.K. pound,0.0903,1.8351,0.16571
2010,April,U.S. dollar,0.632,1.0,0.632
