Year,Month,Currency,Currency Amount,Exchange Rate,USD Equivalent
2010,August,Euro,0.41,1.4773,0.605693
2010,August,Japanese yen,18.4,109.21,0.168483
2010,August,U.K. pound,0.0903,1.8351,0.16571
2010,August,U.S. dollar,0.632,1.0,0.632
2010,December,Euro,0.41,1.4773,0.605693
2010,December,Japanese yen,18.4,109.21,0.168483
2010,December,U.K. pound,0.0903,1.8351,0.16571
2010,December,U.S. dollar,0.632,1.0,0.632
2010,February,Euro,0.41,1.4773,0.605693
2010,February,Japanese yen,18.4,109.21,0.168483
2010,February,U.K. pound,0.0903,1.8351,0.16571
2010,February,U.S. dollar,0.632,1.0,0.632
2010,January,Euro,0.41,1.4773,0.605693
2010,January,Japanese yen,18.4,109.21,0.168483
2010,January,U.K. pound,0.0903,1.8351,0.16571
2010,January,U.S. dollar,0.632,1.0,0.632
2010,July,Euro,0.41,1.4773,0.605693
2010,July,Japanese yen,18.4,109.21,0.168483
2010,July,U.K. pound,0.0903,1.8351,0.16571
2010,July,U.S. dollar,0.632,1.0,0.632
2010,June,Euro,0.41,1.4773,0.605693
2010,June,Japanese yen,18.4,109.21,0.168483
2010,June,U.K. pound,0.0903,1.8351,0.16571
2010,June,U.S. dollar,0.632,1.0,0.632
2010,March,Euro,0.41,1.4773,0.605693
2010,March,Japanese yen,18.4,109.21,0.168483
2010,March,U.K. pound,0.0903,1.8351,0.16571
2010,March,U.S. dollar,0.632,1.0,0.632
2010,May,Euro,0.41,1.4773,0.605693
2010,May,Japanese yen,18.4,109.21,0.168483
2010,May,U.K. pound,0.0903,1.8351,0.16571
2010,May,U.S. dollar,0.632,1.0,0.632
2010,November,Euro,0.41,1.4773,0.605693
2010,November,Japanese yen,18.4,109.21,0.168483
2010,November,U.K. pound,0.0903,1.8351,0.16571
2010,November,U.S. dollar,0.632,1.0,0.632
2010,October,Euro,0.41,1.4773,0.605693
2010,October,Japanese yen,18.4,109.21,0.168483
2010,October,U.K. pound,0.0903,1.8351,0.16571
2010,October,U.S. dollar,0.632,1.0,0.632
2010,September,Euro,0.41,1.4773,0.605693
2010,September,Japanese yen,18.4,109.21,0.168483
2010,September,U.K. pound,0.0903,1.8351,0.16571
2010,September,U.S. dollar,0.632,1.0,0.632
2011,April,Euro,0.41,1.4773,0.605693
2011,April,Japanese yen,18.4,109.21,0.168483
2011,April,U.K. pound,0.0903,1.8351,0.16571
2011,April,U.S. dollar,0.632,1.0,0.632
2011,August,Euro,0.41,1.4773,0.605693
2011,August,Japanese yen,18.4,109.21,0.168483
2011,August,U.K. pound,0.0903,1.8351,0.16571
2011,August,U.S. dollar,0.632,1.0,0.632
2011,December,Euro,0.41,1.4773,0.605693
2011,December,Japanese yen,18.4,109.21,0.168483
2011,December,U.K. pound,0.0903,1.8351,0.16571
2011,December,U.S. dollar,0.632,1.0,0.632
2011,February,Euro,0.41,1.4773,0.605693
2011,February,Japanese yen,18.4,109.21,0.168483
2011,February,U.K. pound,0.0903,1.8351,0.16571
2011,February,U.S. dollar,0.632,1.0,0.632
2011,January,Euro,0.41,1.4773,0.605693
2011,January,Japanese yen,18.4,109.21,0.168483
2011,January,U.K. pound,0.0903,1.8351,0.16571
2011,January,U.S. dollar,0.632,1.0,0.632
2011,July,Euro,0.41,1.4773,0.605693
2011,July,Japanese yen,18.4,109.21,0.168483
2011,July,U.K. pound,0.0903,1.8351,0.16571
2011,July,U.S. dollar,0.632,1.0,0.632
2011,June,Euro,0.41,1.4773,0.605693
2011,June,Japanese yen,18.4,109.21,0.168483
2011,June,U.K. pound,0.0903,1.8351,0.16571
2011,June,U.S. dollar,0.632,1.0,0.632
2011,March,Euro,0.41,1.4773,0.605693
2011,March,Japanese yen,18.4,109.21,0.168483
2011,March,U.K. pound,0.0903,1.8351,0.16571
2011,March,U.S. dollar,0.632,1.0,0.632
2011,May,Euro,0.41,1.4773,0.605693
2011,May,Japanese yen,18.4,109.21,0.168483
2011,May,U.K. pound,0.0903,1.8351,0.16571
2011,May,U.S. dollar,0.632,1.0,0.632
2011,November,Euro,0.41,1.4773,0.605693
2011,November,Japanese yen,18.4,109.21,0.168483
2011,November,U.K. pound,0.0903,1.8351,0.16571
2011,November,U.S. dollar,0.632,1.0,0.632
2011,October,Euro,0.41,1.4773,0.605693
2011,October,Japanese yen,18.4,109.21,0.168483
2011,October,U.K. pound,0.0903,1.8351,0.16571
2011,October,U.S. dollar,0.632,1.0,0.632
2011,September,Euro,0.41,1.4773,0.605693
2011,September,Japanese yen,18.4,109.21,0.168483
2011,September,U.K. pound,0.0903,1.8351,0.16571
2011,September,U.S. dollar,0.632,1.0,0.632
2012,April,Euro,0.41,1.4773,0.605693
2012,April,Japanese yen,18.4,109.21,0.168483
2012,April,U.K. pound,0.0903,1.8351,0.16571
2012,April,U.S. dollar,0.632,1.0,0.632
2012,August,Euro,0.41,1.4773,0.605693
2012,August,Japanese yen,18.4,109.21,0.168483
2012,August,U.K. pound,0.0903,1.8351,0.16571
2012,August,U.S. dollar,0.632,1.0,0.632
2012,December,Euro,0.41,1.4773,0.605693
2012,December,Japanese yen,18.4,109.21,0.168483
2012,December,U.K. pound,0.0903,1.8351,0.16571
2012,December,U.S. dollar,0.632,1.0,0.632
2012,February,Euro,0.41,1.4773,0.605693
2012,February,Japanese yen,18.4,109.21,0.168483
2012,February,U.K. pound,0.0903,1.8351,0.16571
2012,February,U.S. dollar,0.632,1.0,0.632
2012,January,Euro,0.41,1.4773,0.605693
2012,January,Japanese yen,18.4,109.21,0.168483
2012,January,U.K. pound,0.0903,1.8351,0.16571
2012,January,U.S. dollar,0.632,1.0,0.632
2012,July,Euro,0.41,1.4773,0.605693
2012,July,Japanese yen,18.4,109.21,0.168483
2012,July,U.K. pound,0.0903,1.8351,0.16571
2012,July,U.S. dollar,0.632,1.0,0.632
2012,June,Euro,0.41,1.4773,0.605693
2012,June,Japanese yen,18.4,109.21,0.168483
2012,June,U.K. pound,0.0903,1.8351,0.16571
2012,June,U.S. dollar,0.632,1.0,0.632
2012,March,Euro,0.41,1.4773,0.605693
2012,March,Japanese yen,18.4,109.21,0.168483
2012,March,U.K. pound,0.0903,1.8351,0.16571
2012,March,U.S. dollar,0.632,1.0,0.632
2012,May,Euro,0.41,1.4773,0.605693
2012,May,Japanese yen,18.4,109.21,0.168483
2012,May,U.K. pound,0.0903,1.8351,0.16571
2012,May,U.S. dollar,0.632,1.0,0.632
2012,November,Euro,0.41,1.4773,0.605693
2012,November,Japanese yen,18.4,109.21,0.168483
2012,November,U.K. pound,0.0903,1.8351,0.16571
2012,November,U.S. dollar,0.632,1.0,0.632
2012,October,Euro,0.41,1.4773,0.605693
2012,October,Japanese yen,18.4,109.21,0.168483
2012,October,U.K. pound,0.0903,1.8351,0.16571
2012,October,U.S. dollar,0.632,1.0,0.632
2012,September,Euro,0.41,1.4773,0.605693
2012,September,Japanese yen,18.4,109.21,0.168483
2012,September,U.K. pound,0.0903,1.8351,0.16571
2012,September,U.S. dollar,0.632,1.0,0.632
2013,April,Euro,0.41,1.4773,0.605693
2013,April,Japanese yen,18.4,109.21,0.168483
2013,April,U.K. pound,0.0903,1.8351,0.16571
2013,April,U.S. dollar,0.632,1.0,0.632
2013,August,Euro,0.41,1.4773,0.605693
2013,August,Japanese yen,18.4,109.21,0.168483
2013,August,U.K. pound,0.0903,1.8351,0.16571
2013,August,U.S. dollar,0.632,1.0,0.632
2013,December,Euro,0.41,1.4773,0.605693
2013,December,Japanese yen,18.4,109.21,0.168483
2013,December,U.K. pound,0.0903,1.8351,0.16571
2013,December,U.S. dollar,0.632,1.0,0.632
2013,February,Euro,0.41,1.4773,0.605693
2013,February,Japanese yen,18.4,109.21,0.168483
2013,February,U.K. pound,0.0903,1.8351,0.16571
2013,February,U.S. dollar,0.632,1.0,0.632
2013,January,Euro,0.41,1.4773,0.605693
2013,January,Japanese yen,18.4,109.21,0.168483
2013,January,U.K. pound,0.0903,1.8351,0.16571
2013,January,U.S. dollar,0.632,1.0,0.632
2013,July,Euro,0.41,1.4773,0.605693
2013,July,Japanese yen,18.4,109.21,0.168483
2013,July,U.K. pound,0.0903,1.8351,0.16571
2013,July,U.S. dollar,0.632,1.0,0.632
2013,June,Euro,0.41,1.4773,0.605693
2013,June,Japanese yen,18.4,109.21,0.168483
2013,June,U.K. pound,0.0903,1.8351,0.16571
2013,June,U.S. dollar,0.632,1.0,0.632
2013,March,Euro,0.41,1.4773,0.605693
2013,March,Japanese yen,18.4,109.21,0.168483
2013,March,U.K. pound,0.0903,1.8351,0.16571
2013,March,U.S. dollar,0.632,1.0,0.632
2013,May,Euro,0.41,1.4773,0.605693
2013,May,Japanese yen,18.4,109.21,0.168483
2013,May,U.K. pound,0.0903,1.8351,0.16571
2013,May,U.S. dollar,0.632,1.0,0.632
2013,November,Euro,0.41,1.4773,0.605693
2013,November,Japanese yen,18.4,109.21,0.168483
2013,November,U.K. pound,0.0903,1.8351,0.16571
2013,November,U.S. dollar,0.632,1.0,0.632
2013,October,Euro,0.41,1.4773,0.605693
2013,October,Japanese yen,18.4,109.21,0.168483
2013,October,U.K. pound,0.0903,1.8351,0.16571
2013,October,U.S. dollar,0.632,1.0,0.632
2013,September,Euro,0.41,1.4773,0.605693
2013,September,Japanese yen,18.4,109.21,0.168483
2013,September,U.K. pound,0.0903,1.8351,0.16571
2013,September,U.S. dollar,0.632,1.0,0.632
2014,April,Euro,0.423,1.383,0.585009
2014,April,Japanese yen,12.1,102.57,0.117968
2014,April,U.K. pound,0.111,1.6821,0.186713
2014,April,U.S. dollar,0.66,1.0,0.66
2014,August,Euro,0.423,1.3187,0.55781
2014,August,Japanese yen,12.1,103.95,0.116402
2014,August,U.K. pound,0.111,1.6592,0.184171
2014,August,U.S. dollar,0.66,1.0,0.66
2014,December,Euro,0.423,1.2155,0.514157
2014,December,Japanese yen,12.1,119.33,0.101399
2014,December,U.K. pound,0.111,1.5608,0.173249
2014,December,U.S. dollar,0.66,1.0,0.66
2014,February,Euro,0.41,1.4773,0.605693
2014,February,Japanese yen,18.4,109.21,0.168483
2014,February,U.K. pound,0.0903,1.8351,0.16571
2014,February,U.S. dollar,0.632,1.0,0.632
2014,January,Euro,0.41,1.4773,0.605693
2014,January,Japanese yen,18.4,109.21,0.168483
2014,January,U.K. pound,0.0903,1.8351,0.16571
2014,January,U.S. dollar,0.632,1.0,0.632
2014,July,Euro,0.423,1.3387,0.56627
2014,July,Japanese yen,12.1,102.86,0.117636
2014,July,U.K. pound,0.111,1.6883,0.187401
2014,July,U.S. dollar,0.66,1.0,0.66
2014,June,Euro,0.423,1.3651,0.577437
2014,June,Japanese yen,12.1,101.37,0.119365
2014,June,U.K. pound,0.111,1.7035,0.189089
2014,June,U.S. dollar,0.66,1.0,0.66
2014,March,Euro,0.423,1.3798,0.583655
2014,March,Japanese yen,12.1,103.21,0.117237
2014,March,U.K. pound,0.111,1.6643,0.184737
2014,March,U.S. dollar,0.66,1.0,0.66
2014,May,Euro,0.423,1.3611,0.575745
2014,May,Japanese yen,12.1,101.66,0.119024
2014,May,U.K. pound,0.111,1.673,0.185703
2014,May,U.S. dollar,0.66,1.0,0.66
2014,November,Euro,0.423,1.2452,0.52672
2014,November,Japanese yen,12.1,117.76,0.102751
2014,November,U.K. pound,0.111,1.5745,0.17477
2014,November,U.S. dollar,0.66,1.0,0.66
2014,October,Euro,0.423,1.2583,0.532261
2014,October,Japanese yen,12.1,111.6,0.108423
2014,October,U.K. pound,0.111,1.6004,0.177644
2014,October,U.S. dollar,0.66,1.0,0.66
2014,September,Euro,0.423,1.2593,0.532684
2014,September,Japanese yen,12.1,109.7,0.110301
2014,September,U.K. pound,0.111,1.618,0.179598
2014,September,U.S. dollar,0.66,1.0,0.66
2015,April,Euro,0.423,1.1193,0.473464
2015,April,Japanese yen,12.1,118.95,0.101723
2015,April,U.K. pound,0.111,1.5426,0.171229
2015,April,U.S. dollar,0.66,1.0,0.66
2015,August,Euro,0.423,1.1194,0.473506
2015,August,Japanese yen,12.1,121.27,0.099777
2015,August,U.K. pound,0.111,1.5362,0.170518
2015,August,U.S. dollar,0.66,1.0,0.66
2015,December,Euro,0.423,1.0892,0.460732
2015,December,Japanese yen,12.1,120.39,0.100507
2015,December,U.K. pound,0.111,1.4819,0.164491
2015,December,U.S. dollar,0.66,1.0,0.66
2015,February,Euro,0.423,1.1223,0.474733
2015,February,Japanese yen,12.1,119.33,0.101399
2015,February,U.K. pound,0.111,1.5429,0.171262
2015,February,U.S. dollar,0.66,1.0,0.66
2015,January,Euro,0.423,1.1338,0.479597
2015,January,Japanese yen,12.1,117.71,0.102795
2015,January,U.K. pound,0.111,1.5082,0.16741
2015,January,U.S. dollar,0.66,1.0,0.66
2015,July,Euro,0.423,1.098,0.464454
2015,July,Japanese yen,12.1,124.26,0.097376
2015,July,U.K. pound,0.111,1.5574,0.172871
2015,July,U.S. dollar,0.66,1.0,0.66
2015,June,Euro,0.423,1.1184,0.473083
2015,June,Japanese yen,12.1,122.42,0.09884
2015,June,U.K. pound,0.111,1.5718,0.17447
2015,June,U.S. dollar,0.66,1.0,0.66
2015,March,Euro,0.423,1.074,0.454302
2015,March,Japanese yen,12.1,119.91,0.100909
2015,March,U.K. pound,0.111,1.48,0.16428
2015,March,U.S. dollar,0.66,1.0,0.66
2015,May,Euro,0.423,1.0959,0.463566
2015,May,Japanese yen,12.1,123.87,0.097683
2015,May,U.K. pound,0.111,1.5248,0.169253
2015,May,U.S. dollar,0.66,1.0,0.66
2015,November,Euro,0.423,1.0574,0.44728
2015,November,Japanese yen,12.1,123.07,0.098318
2015,November,U.K. pound,0.111,1.5006,0.166567
2015,November,U.S. dollar,0.66,1.0,0.66
2015,October,Euro,0.423,1.1018,0.466061
2015,October,Japanese yen,12.1,120.47,0.10044
2015,October,U.K. pound,0.111,1.5349,0.170374
2015,October,U.S. dollar,0.66,1.0,0.66
2015,September,Euro,0.423,1.1215,0.474395
2015,September,Japanese yen,12.1,120.24,0.100632
2015,September,U.K. pound,0.111,1.5199,0.168709
2015,September,U.S. dollar,0.66,1.0,0.66
2016,April,Euro,0.423,1.1396,0.482051
2016,April,Japanese yen,12.1,107.02,0.113063
2016,April,U.K. pound,0.111,1.4614,0.162215
2016,April,U.S. dollar,0.66,1.0,0.66
2016,August,Euro,0.423,1.1142,0.471307
2016,August,Japanese yen,12.1,103.24,0.117203
2016,August,U.K. pound,0.111,1.3138,0.145832
2016,August,U.S. dollar,0.66,1.0,0.66
2016,December,Chinese yuan,1.0174,6.9705,0.145958
2016,December,Euro,0.38671,1.056,0.408366
2016,December,Japanese yen,11.9,116.945,0.101757
2016,December,U.K. pound,0.085946,1.2302,0.105731
2016,December,U.S. dollar,0.58252,1.0,0.58252
2016,February,Euro,0.423,1.0885,0.460436
2016,February,Japanese yen,12.1,112.98,0.107099
2016,February,U.K. pound,0.111,1.3854,0.153779
2016,February,U.S. dollar,0.66,1.0,0.66
2016,January,Euro,0.423,1.0915,0.461705
2016,January,Japanese yen,12.1,120.98,0.100017
2016,January,U.K. pound,0.111,1.4304,0.158774
2016,January,U.S. dollar,0.66,1.0,0.66
2016,July,Euro,0.423,1.1112,0.470038
2016,July,Japanese yen,12.1,103.35,0.117078
2016,July,U.K. pound,0.111,1.3177,0.146265
2016,July,U.S. dollar,0.66,1.0,0.66
2016,June,Euro,0.423,1.1145,0.471434
2016,June,Japanese yen,12.1,102.81,0.117693
2016,June,U.K. pound,0.111,1.3488,0.149717
2016,June,U.S. dollar,0.66,1.0,0.66
2016,March,Euro,0.423,1.1377,0.481247
2016,March,Japanese yen,12.1,112.35,0.107699
2016,March,U.K. pound,0.111,1.4403,0.159873
2016,March,U.S. dollar,0.66,1.0,0.66
2016,May,Euro,0.423,1.1151,0.471687
2016,May,Japanese yen,12.1,111.08,0.108931
2016,May,U.K. pound,0.111,1.4618,0.16226
2016,May,U.S. dollar,0.66,1.0,0.66
2016,November,Chinese yuan,1.0174,6.9005,0.147439
2016,November,Euro,0.38671,1.06465,0.411711
2016,November,Japanese yen,11.9,113.255,0.105073
2016,November,U.K. pound,0.085946,1.2452,0.10702
2016,November,U.S. dollar,0.58252,1.0,0.58252
2016,October,Chinese yuan,1.0174,6.7845,0.149959
2016,October,Euro,0.38671,1.0951,0.423486
2016,October,Japanese yen,11.9,105.05,0.113279
2016,October,U.K. pound,0.085946,1.2171,0.104605
2016,October,U.S. dollar,0.58252,1.0,0.58252
2016,September,Euro,0.423,1.1166,0.472322
2016,September,Japanese yen,12.1,101.15,0.119624
2016,September,U.K. pound,0.111,1.2961,0.143867
2016,September,U.S. dollar,0.66,1.0,0.66
2017,April,Chinese yuan,1.0174,6.8981,0.14749
2017,April,Euro,0.38671,1.0939,0.423022
2017,April,Japanese yen,11.9,111.46,0.106765
2017,April,U.K. pound,0.085946,1.29415,0.111227
2017,April,U.S. dollar,0.58252,1.0,0.58252
2017,August,Chinese yuan,1.0174,6.60395,0.154059
2017,August,Euro,0.38671,1.18575,0.458541
2017,August,Japanese yen,11.9,110.59,0.107605
2017,August,U.K. pound,0.085946,1.2876,0.110664
2017,August,U.S. dollar,0.58252,1.0,0.58252
2017,December,Chinese yuan,1.0174,6.5169,0.156117
2017,December,Euro,0.38671,1.19885,0.463607
2017,December,Japanese yen,11.9,112.515,0.105764
2017,December,U.K. pound,0.085946,1.35115,0.116126
2017,December,U.S. dollar,0.58252,1.0,0.58252
2017,February,Chinese yuan,1.0174,6.85315,0.148457
2017,February,Euro,0.38671,1.06015,0.409971
2017,February,Japanese yen,11.9,112.235,0.106028
2017,February,U.K. pound,0.085946,1.244,0.106917
2017,February,U.S. dollar,0.58252,1.0,0.58252
2017,January,Chinese yuan,1.0174,6.84705,0.14859
2017,January,Euro,0.38671,1.07515,0.415771
2017,January,Japanese yen,11.9,113.5,0.104846
2017,January,U.K. pound,0.085946,1.24615,0.107102
2017,January,U.S. dollar,0.58252,1.0,0.58252
2017,July,Chinese yuan,1.0174,6.73305,0.151105
2017,July,Euro,0.38671,1.17325,0.453708
2017,July,Japanese yen,11.9,110.575,0.107619
2017,July,U.K. pound,0.085946,1.3124,0.112796
2017,July,U.S. dollar,0.58252,1.0,0.58252
2017,June,Chinese yuan,1.0174,6.7798,0.150063
2017,June,Euro,0.38671,1.14045,0.441023
2017,June,Japanese yen,11.9,112.015,0.106236
2017,June,U.K. pound,0.085946,1.29785,0.111545
2017,June,U.S. dollar,0.58252,1.0,0.58252
2017,March,Chinese yuan,1.0174,6.8803,0.147871
2017,March,Euro,0.38671,1.06805,0.413026
2017,March,Japanese yen,11.9,111.835,0.106407
2017,March,U.K. pound,0.085946,1.24525,0.107024
2017,March,U.S. dollar,0.58252,1.0,0.58252
2017,May,Chinese yuan,1.0174,6.76455,0.150402
2017,May,Euro,0.38671,1.12135,0.433637
2017,May,Japanese yen,11.9,110.78,0.10742
2017,May,U.K. pound,0.085946,1.28385,0.110342
2017,May,U.S. dollar,0.58252,1.0,0.58252
2017,November,Chinese yuan,1.0174,6.62015,0.153682
2017,November,Euro,0.38671,1.18365,0.457729
2017,November,Japanese yen,11.9,112.33,0.105938
2017,November,U.K. pound,0.085946,1.34445,0.11555
2017,November,U.S. dollar,0.58252,1.0,0.58252
2017,October,Chinese yuan,1.0174,6.6306,0.15344
2017,October,Euro,0.38671,1.16395,0.450111
2017,October,Japanese yen,11.9,113.33,0.105003
2017,October,U.K. pound,0.085946,1.3219,0.113612
2017,October,U.S. dollar,0.58252,1.0,0.58252
2017,September,Chinese yuan,1.0174,6.6466,0.153071
2017,September,Euro,0.38671,1.18135,0.45684
2017,September,Japanese yen,11.9,112.44,0.105834
2017,September,U.K. pound,0.085946,1.3384,0.11503
2017,September,U.S. dollar,0.58252,1.0,0.58252
2018,April,Chinese yuan,1.0174,6.32195,0.160931
2018,April,Euro,0.38671,1.20955,0.467745
2018,April,Japanese yen,11.9,109.27,0.108905
2018,April,U.K. pound,0.085946,1.3725,0.117961
2018,April,U.S. dollar,0.58252,1.0,0.58252
2018,August,Chinese yuan,1.0174,6.85475,0.148423
2018,August,Euro,0.38671,1.16685,0.451233
2018,August,Japanese yen,11.9,110.765,0.107435
2018,August,U.K. pound,0.085946,1.30055,0.111777
2018,August,U.S. dollar,0.58252,1.0,0.58252
2018,December,Chinese yuan,1.0174,6.8811,0.147854
2018,December,Euro,0.38671,1.1466,0.443402
2018,December,Japanese yen,11.9,110.285,0.107902
2018,December,U.K. pound,0.085946,1.26955,0.109113
2018,December,U.S. dollar,0.58252,1.0,0.58252
2018,February,Chinese yuan,1.0174,6.32585,0.160832
2018,February,Euro,0.38671,1.22175,0.472463
2018,February,Japanese yen,11.9,107.105,0.111106
2018,February,U.K. pound,0.085946,1.3842,0.118966
2018,February,U.S. dollar,0.58252,1.0,0.58252
2018,January,Chinese yuan,1.0174,6.2854,0.161867
2018,January,Euro,0.38671,1.24545,0.481628
2018,January,Japanese yen,11.9,108.775,0.1094
2018,January,U.K. pound,0.085946,1.4161,0.121708
2018,January,U.S. dollar,0.58252,1.0,0.58252
2018,July,Chinese yuan,1.0174,6.8415,0.14871
2018,July,Euro,0.38671,1.17355,0.453824
2018,July,Japanese yen,11.9,111.545,0.106683
2018,July,U.K. pound,0.085946,1.3163,0.113131
2018,July,U.S. dollar,0.58252,1.0,0.58252
2018,June,Chinese yuan,1.0174,6.6322,0.153403
2018,June,Euro,0.38671,1.16405,0.45015
2018,June,Japanese yen,11.9,110.625,0.107571
2018,June,U.K. pound,0.085946,1.31395,0.112929
2018,June,U.S. dollar,0.58252,1.0,0.58252
2018,March,Chinese yuan,1.0174,6.264,0.16242
2018,March,Euro,0.38671,1.2318,0.476349
2018,March,Japanese yen,11.9,106.215,0.112037
2018,March,U.K. pound,0.085946,1.4025,0.120539
2018,March,U.S. dollar,0.58252,1.0,0.58252
2018,May,Chinese yuan,1.0174,6.40685,0.158799
2018,May,Euro,0.38671,1.1677,0.451561
2018,May,Japanese yen,11.9,108.935,0.109239
2018,May,U.K. pound,0.085946,1.3326,0.114532
2018,May,U.S. dollar,0.58252,1.0,0.58252
2018,November,Chinese yuan,1.0174,6.94435,0.146508
2018,November,Euro,0.38671,1.1371,0.439728
2018,November,Japanese yen,11.9,113.5,0.104846
2018,November,U.K. pound,0.085946,1.2755,0.109624
2018,November,U.S. dollar,0.58252,1.0,0.58252
2018,October,Chinese yuan,1.0174,6.9749,0.145866
2018,October,Euro,0.38671,1.13455,0.438742
2018,October,Japanese yen,11.9,113.105,0.105212
2018,October,U.K. pound,0.085946,1.2774,0.109787
2018,October,U.S. dollar,0.58252,1.0,0.58252
2018,September,Chinese yuan,1.0174,6.8806,0.147865
2018,September,Euro,0.38671,1.15815,0.447868
2018,September,Japanese yen,11.9,113.425,0.104915
2018,September,U.K. pound,0.085946,1.3041,0.112082
2018,September,U.S. dollar,0.58252,1.0,0.58252
2019,April,Chinese yuan,1.0174,6.74015,0.150946
2019,April,Euro,0.38671,1.1212,0.433579
2019,April,Japanese yen,11.9,111.325,0.106894
2019,April,U.K. pound,0.085946,1.30105,0.11182
2019,April,U.S. dollar,0.58252,1.0,0.58252
2019,August,Chinese yuan,1.0174,7.1489,0.142316
2019,August,Euro,0.38671,1.10415,0.426986
2019,August,Japanese yen,11.9,106.39,0.111853
2019,August,U.K. pound,0.085946,1.2178,0.104665
2019,August,U.S. dollar,0.58252,1.0,0.58252
2019,December,Chinese yuan,1.0174,6.98225,0.145712
2019,December,Euro,0.38671,1.1192,0.432806
2019,December,Japanese yen,11.9,109.16,0.109014
2019,December,U.K. pound,0.085946,1.31215,0.112774
2019,December,U.S. dollar,0.58252,1.0,0.58252
2019,February,Chinese yuan,1.0174,6.68335,0.152229
2019,February,Euro,0.38671,1.14165,0.441487
2019,February,Japanese yen,11.9,110.795,0.107406
2019,February,U.K. pound,0.085946,1.3303,0.114334
2019,February,U.S. dollar,0.58252,1.0,0.58252
2019,January,Chinese yuan,1.0174,6.7128,0.151561
2019,January,Euro,0.38671,1.14875,0.444233
2019,January,Japanese yen,11.9,108.635,0.109541
2019,January,U.K. pound,0.085946,1.31295,0.112843
2019,January,U.S. dollar,0.58252,1.0,0.58252
2019,July,Chinese yuan,1.0174,6.8901,0.147661
2019,July,Euro,0.38671,1.1147,0.431066
2019,July,Japanese yen,11.9,108.56,0.109617
2019,July,U.K. pound,0.085946,1.2165,0.104553
2019,July,U.S. dollar,0.58252,1.0,0.58252
2019,June,Chinese yuan,1.0174,6.8761,0.147962
2019,June,Euro,0.38671,1.13825,0.440173
2019,June,Japanese yen,11.9,107.68,0.110513
2019,June,U.K. pound,0.085946,1.26875,0.109044
2019,June,U.S. dollar,0.58252,1.0,0.58252
2019,March,Chinese yuan,1.0174,6.72245,0.151344
2019,March,Euro,0.38671,1.12305,0.434295
2019,March,Japanese yen,11.9,110.745,0.107454
2019,March,U.K. pound,0.085946,1.31055,0.112637
2019,March,U.S. dollar,0.58252,1.0,0.58252
2019,May,Chinese yuan,1.0174,6.94475,0.146499
2019,May,Euro,0.38671,1.1147,0.431066
2019,May,Japanese yen,11.9,108.765,0.10941
2019,May,U.K. pound,0.085946,1.25805,0.108124
2019,May,U.S. dollar,0.58252,1.0,0.58252
2019,November,Chinese yuan,1.0174,7.02305,0.144866
2019,November,Euro,0.38671,1.10075,0.425671
2019,November,Japanese yen,11.9,109.115,0.109059
2019,November,U.K. pound,0.085946,1.289,0.110784
2019,November,U.S. dollar,0.58252,1.0,0.58252
2019,October,Chinese yuan,1.0174,7.0485,0.144343
2019,October,Euro,0.38671,1.1149,0.431143
2019,October,Japanese yen,11.9,108.18,0.110002
2019,October,U.K. pound,0.085946,1.29595,0.111382
2019,October,U.S. dollar,0.58252,1.0,0.58252
2019,September,Chinese yuan,1.0174,7.14305,0.142432
2019,September,Euro,0.38671,1.0922,0.422365
2019,September,Japanese yen,11.9,107.92,0.110267
2019,September,U.K. pound,0.085946,1.2301,0.105722
2019,September,U.S. dollar,0.58252,1.0,0.58252
2020,April,Chinese yuan,1.0174,7.0593,0.144122
2020,April,Euro,0.38671,1.08765,0.420605
2020,April,Japanese yen,11.9,106.595,0.111638
2020,April,U.K. pound,0.085946,1.251,0.107518
2020,April,U.S. dollar,0.58252,1.0,0.58252
2020,August,Chinese yuan,1.0174,6.8474,0.148582
2020,August,Euro,0.38671,1.19215,0.461016
2020,August,Japanese yen,11.9,105.92,0.112349
2020,August,U.K. pound,0.085946,1.3316,0.114446
2020,August,U.S. dollar,0.58252,1.0,0.58252
2020,December,Chinese yuan,1.0174,6.52425,0.155941
2020,December,Euro,0.38671,1.21905,0.471419
2020,December,Japanese yen,11.9,103.435,0.115048
2020,December,U.K. pound,0.085946,1.342,0.11534
2020,December,U.S. dollar,0.58252,1.0,0.58252
2020,February,Chinese yuan,1.0174,6.99135,0.145523
2020,February,Euro,0.38671,1.09915,0.425052
2020,February,Japanese yen,11.9,108.705,0.109471
2020,February,U.K. pound,0.085946,1.2882,0.110716
2020,February,U.S. dollar,0.58252,1.0,0.58252
2020,January,Chinese yuan,1.0174,6.9887,0.145578
2020,January,Euro,0.38671,1.10365,0.426792
2020,January,Japanese yen,11.9,108.93,0.109244
2020,January,U.K. pound,0.085946,1.31265,0.112817
2020,January,U.S. dollar,0.58252,1.0,0.58252
2020,July,Chinese yuan,1.0174,6.9779,0.145803
2020,July,Euro,0.38671,1.18475,0.458155
2020,July,Japanese yen,11.9,104.685,0.113674
2020,July,U.K. pound,0.085946,1.3138,0.112916
2020,July,U.S. dollar,0.58252,1.0,0.58252
2020,June,Chinese yuan,1.0174,7.07505,0.143801
2020,June,Euro,0.38671,1.1209,0.433463
2020,June,Japanese yen,11.9,107.74,0.110451
2020,June,U.K. pound,0.085946,1.22705,0.10546
